id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2696645587,1,34,16,0,0,7a8no9dyo0r9g31sfi9h7ffbc,1,0,0,2024-06-17T12:01:20.753Z,2024-06-17T13:36:44Z,5080537173,197,23941,5080537163,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5080537157,30,"38bp85766w04a0nuulq5fiig9, ah48smjzxxo8cp2m5k4py5iei, 3l7amac6wdv9yztupg7ur3kl, 7ryk67v5ovygt0kqg0srvk5p1, 2u6hj8z2g0r7b5roxpluy4sbu, b2na3x3g49i4zwsm1pcsqlx3p, 3auwtiburdxrp2i5me2d97f11, 3mjwr1t0d1bh6tlgma4u2yd49, 192q3f2xwk9nc6juoa1bcm3th, f2dutxek3uf0yi1ee32a3u2cq, ay02byqc6zdrh5xy3d4fy5qay, 98d3qcxkgk43xj3tkzxp191hx, so8sqvlxz1onakqu1unbl8et, 6b6mxf7xtigxky4835fxozbsa, 94pn9t927oh1qld3bys4m8rth, 8x50e0dyse2qecpv7gtku66l1, 4euxcqawlks4c56pqj8xvwbf9, 32eyq4xvy8s1ng11jnavvh32t, 3i53phcjc5vwe7i0m9pqjo3fu, 9o1vesnpfiucpoq35ihhpstex, 3qjhv5975c2l6oavhkp0wtc2y, b77yizfv3dc6l2baae0jzo6ad, avosn2zzco4pue5lvn9ct3g15, aa3b44io4dqepk3tewc7zgd05, 32ofi0z0euiqvxt5jk8o1uzxm, aap0mwj1tnezbgik0rhpvn9w5",5080537167,130,8,5080537171,194,7ryk67v5ovygt0kqg0srvk5p1,5080537165,59,"23, 2, 17, 6, 13, 22, 15, 19, 11, 14, 10, 1, 3, 4, 5, 7, 8, 9, 12, 16, 18, 20, 21, 24, 25, 26",5080537169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5080537175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696645595,1,34,16,0,0,1qiyr1mknujsl19tb9u2w9h3n,1,0,0,2024-06-17T12:01:27.656Z,2024-06-17T13:02:49Z,5080537231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5080537225,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5080537235,197,1260,5080537229,130,7,5080537237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5080537233,194,65jv6v3qujiijivadpijzpr6d,5080537223,30,"djs16aa3q2ymqto3sd3uy1785, 38dhmhce7deuqgqmc3p7nhai2, et32rvp18jd7iug9evi1ulsd1, 93cnkzi86q36c8n86mo35q5t5, 4gbk8ka3fv401f8zyslo38fai, 8c6xe4kqhiat1lkjgd3juyaqd, biee6dvb524juzai7iryyskix, 9cy6lgb0e0cq4a7ht389qaklx, ajcblksnh113es9hzt7l5k8h5, 65jv6v3qujiijivadpijzpr6d, edczc3lr85w3vcg83qhbzefh1, 9594w5xycu2gkfn3p50f18pnt, 9e4s4trgbw7qxlguvx98hy311, 49i3xo3yqikkm9quwd0129h3p, 8y8s84rcmql9hx7y247ovlw45, das3stljm91mrmij9nvrddo7p, 84qg8f7lr34fps859v324v4k5, 58ne1a4dg1awsoh5ybmjrlhey, b6qu8gv2mpfju7a7qwm2wcciy, 8064l93eotfu04drtwy9i9d5, evsxd4obrqzq9xt5wg3e1axre, 7m9s93xiwa6g8d9imbtrszpp1, ahrnav5hhvd8fy2h0h9h77ug9, 2gdzp0ijdj23owec5rprnn696, aianahl18ooxmlr5ok6v321d6, die8ml5x5lfzofulcfsn0g3c9",5080537227,59,"1, 2, 11, 6, 3, 15, 20, 18, 19, 21, 17, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 22, 23, 24, 25, 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649331,2,32,1,0,0,1qiyr1mknujsl19tb9u2w9h3n,1,0,0,2024-06-17T13:00:46.070Z,2024-06-17T15:04:57Z,5080553973,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649327,2,32,1,0,0,7a8no9dyo0r9g31sfi9h7ffbc,1,0,0,2024-06-17T13:00:46.070Z,2024-06-17T13:00:46Z,5080553967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649335,3,1,1,0,0,7a8no9dyo0r9g31sfi9h7ffbc,1,49.7,50.6,2024-06-17T13:00:46.071Z,2024-06-17T13:00:50Z,5080553993,279,S,5080553985,140,34.1,5080553991,213,2.87,5080553983,56,Back,5080553989,212,17.0,5080553987,141,57.2,,,,,,,192q3f2xwk9nc6juoa1bcm3th,A. Dovbyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649337,4,1,1,0,2,7a8no9dyo0r9g31sfi9h7ffbc,1,34.5,57.5,2024-06-17T13:00:48.247Z,2024-06-17T13:00:50Z,5080553997,56,Back,5080554003,212,14.0,5080553999,140,23.7,5080554005,213,2.51,5080554001,141,69.6,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649339,5,1,1,0,4,7a8no9dyo0r9g31sfi9h7ffbc,1,23.9,67.6,2024-06-17T13:00:50.519Z,2024-06-17T13:00:54Z,5080554021,141,38.0,5080554019,140,22.0,5080554025,213,4.61,5080554023,212,20.2,5080554017,56,Back,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649343,6,1,1,0,8,7a8no9dyo0r9g31sfi9h7ffbc,1,24.9,33.9,2024-06-17T13:00:54.646Z,2024-06-17T13:00:58Z,5080554043,141,63.9,5080554047,213,1.52,5080554041,140,25.9,5080554039,56,Back,5080554045,212,20.4,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649345,7,1,1,0,11,7a8no9dyo0r9g31sfi9h7ffbc,1,25.3,64.2,2024-06-17T13:00:58.023Z,2024-06-17T13:00:59Z,5080554055,141,65.8,5080554057,212,9.0,5080554051,56,Back,5080554053,140,33.8,5080554059,213,0.12,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649349,8,1,1,0,13,7a8no9dyo0r9g31sfi9h7ffbc,1,34,65.7,2024-06-17T13:00:59.526Z,2024-06-17T13:01:01Z,5080554075,141,69.9,5080554079,213,2.91,5080554071,56,Back,5080554073,140,22.7,5080554077,212,12.2,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649353,9,1,1,0,14,7a8no9dyo0r9g31sfi9h7ffbc,1,22.6,69.3,2024-06-17T13:01:00.982Z,2024-06-17T13:01:03Z,5080554091,141,53.1,5080554095,213,3.81,5080554089,140,9.2,5080554093,212,17.9,5080554087,56,Back,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649355,10,1,1,0,16,7a8no9dyo0r9g31sfi9h7ffbc,1,8.4,54,2024-06-17T13:01:02.286Z,2024-06-17T13:48:59Z,5080554105,56,Back,5080554109,141,29.4,5080554111,212,16.9,5080554107,140,10.8,5080554113,213,4.86,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696653133,494,61,1,0,17,7a8no9dyo0r9g31sfi9h7ffbc,0,8.5,25.5,2024-06-17T13:01:03.070Z,2024-06-17T13:49:12Z,5080576125,56,Back,,,,,,,,,,,,,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649357,11,43,1,0,19,7a8no9dyo0r9g31sfi9h7ffbc,1,0,0,2024-06-17T13:01:05.751Z,2024-06-17T13:49:18Z,5080576279,144,1,5080554119,140,11.4,5080554125,213,5.25,5080554117,56,Back,5080554121,141,10.6,5080554123,212,9.7,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649359,3,1,1,0,21,1qiyr1mknujsl19tb9u2w9h3n,0,85,91.8,2024-06-17T13:01:07.215Z,2024-06-17T13:01:15Z,5080554137,141,81.6,5080554139,212,10.5,5080554141,213,3.86,5080554133,56,Left,5080554135,140,77.5,,,,,,,,,,65jv6v3qujiijivadpijzpr6d,N. Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649363,12,1,1,0,24,7a8no9dyo0r9g31sfi9h7ffbc,0,24.8,10.5,2024-06-17T13:01:10.805Z,2024-06-17T13:04:25Z,5080554355,140,27.1,5080554385,286,,5080554379,236,,5080554361,213,0.27,5080554381,233,4,5080554151,56,Back,5080554359,212,2.5,5080554357,141,11.5,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649361,4,74,1,0,24,1qiyr1mknujsl19tb9u2w9h3n,1,73.8,88,2024-06-17T13:01:10.806Z,2024-06-17T13:03:50Z,5080554387,233,12,5080554147,56,Left,5080554377,285,,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649365,13,1,1,0,26,7a8no9dyo0r9g31sfi9h7ffbc,1,27.3,12.2,2024-06-17T13:01:12.199Z,2024-06-17T13:01:14Z,5080554167,56,Back,5080554173,212,16.9,5080554175,213,1.04,5080554169,140,35.4,5080554171,141,33.6,,,,,,,,,,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649371,14,1,1,0,28,7a8no9dyo0r9g31sfi9h7ffbc,1,39.3,33.3,2024-06-17T13:01:14.646Z,2024-06-17T13:02:50Z,5080554191,141,53.3,5080554189,140,56.0,5080554195,213,0.66,5080554193,212,22.2,5080554187,56,Center,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649375,15,1,1,0,31,7a8no9dyo0r9g31sfi9h7ffbc,1,66.5,60.6,2024-06-17T13:01:17.959Z,2024-06-17T13:03:48Z,5080554207,212,15.8,5080554203,140,77.9,5080554205,141,75.7,5080554201,56,Center,5080554209,213,0.71,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649377,5,45,1,0,33,1qiyr1mknujsl19tb9u2w9h3n,0,22.6,30.5,2024-06-17T13:01:19.992Z,2024-06-17T13:01:23Z,5080554215,285,,5080554229,233,16,5080554213,56,Back,,,,,,,,,,,,,,,,biee6dvb524juzai7iryyskix,D. Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649379,16,3,1,0,33,7a8no9dyo0r9g31sfi9h7ffbc,1,77.4,69.5,2024-06-17T13:01:19.992Z,2024-06-17T15:06:38Z,5080618647,464,,5080554225,233,5,5080554219,286,,5080554217,56,Center,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649385,6,45,1,0,36,1qiyr1mknujsl19tb9u2w9h3n,0,21.4,50.4,2024-06-17T13:01:22.119Z,2024-06-17T13:03:45Z,5080554239,285,,5080554255,233,17,5080554237,56,Back,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649383,17,3,1,0,36,7a8no9dyo0r9g31sfi9h7ffbc,1,78.6,49.6,2024-06-17T13:01:22.119Z,2024-06-17T15:06:51Z,5080554235,286,,5080554251,233,6,5080618653,464,,5080554233,56,Center,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649387,18,1,1,0,36,7a8no9dyo0r9g31sfi9h7ffbc,0,77.8,47.2,2024-06-17T13:01:22.871Z,2024-06-17T13:01:23Z,5080554247,212,8.9,5080554241,56,Center,5080554243,140,85.3,5080554249,213,5.79,5080554245,141,41.0,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649393,7,12,1,0,38,1qiyr1mknujsl19tb9u2w9h3n,1,14,58.1,2024-06-17T13:01:25.046Z,2024-06-17T15:07:30Z,5080554281,213,5.89,5080554275,140,53.4,5080554277,141,32.7,5080554273,56,Center,5080554279,212,44.8,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649397,19,1,1,0,43,7a8no9dyo0r9g31sfi9h7ffbc,1,37.7,79.3,2024-06-17T13:01:29.303Z,2024-06-17T13:01:33Z,5080554295,141,63.3,5080554293,140,15.4,5080554299,213,3.58,5080554297,212,25.8,5080554291,56,Back,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649401,20,1,1,0,47,7a8no9dyo0r9g31sfi9h7ffbc,1,18.1,63.2,2024-06-17T13:01:33.286Z,2024-06-17T15:07:44Z,5080554313,212,18.5,5080554307,56,Back,5080554315,213,0.94,5080554311,141,85.2,5080554309,140,28.5,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649403,21,1,1,0,51,7a8no9dyo0r9g31sfi9h7ffbc,0,29.8,85.7,2024-06-17T13:01:37.895Z,2024-06-17T13:50:05Z,5080554321,56,Center,5080554327,212,68.3,5080554329,213,6.19,5080554323,140,94.6,5080554325,141,76.3,5080554319,155,,5080554331,1,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649407,8,52,1,0,57,1qiyr1mknujsl19tb9u2w9h3n,1,15.1,55,2024-06-17T13:01:43.438Z,2024-06-17T15:08:10Z,5080618913,376,,,,,,,,,,,,,,,,,,,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649421,9,1,1,1,15,1qiyr1mknujsl19tb9u2w9h3n,0,14.8,43.6,2024-06-17T13:02:01.522Z,2024-06-17T13:02:08Z,5080554399,212,71.2,5080554391,199,,5080554401,213,0.22,5080554395,140,81.0,5080554393,56,Center,5080554397,141,66.0,5080554403,1,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649423,22,1,1,1,21,7a8no9dyo0r9g31sfi9h7ffbc,1,18.9,31,2024-06-17T13:02:07.975Z,2024-06-17T13:02:10Z,5080554413,212,17.2,5080554407,56,Back,5080554409,140,2.5,5080554411,141,31.6,5080554405,3,,5080554415,213,3.12,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649425,23,52,1,1,23,7a8no9dyo0r9g31sfi9h7ffbc,1,2.3,31.6,2024-06-17T13:02:10.023Z,2024-06-17T15:08:23Z,5080619119,377,,,,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649427,24,1,1,1,27,7a8no9dyo0r9g31sfi9h7ffbc,1,2.7,34.4,2024-06-17T13:02:13.591Z,2024-06-17T15:08:34Z,5080554431,213,0.86,5080554425,140,9.3,5080554429,212,10.6,5080554421,123,,5080554423,56,Back,5080554427,141,46.2,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649431,25,1,1,1,30,7a8no9dyo0r9g31sfi9h7ffbc,1,13.3,51.2,2024-06-17T13:02:16.391Z,2024-06-17T13:02:21Z,5080554447,212,38.2,5080554439,155,,5080554443,140,35.0,5080554441,56,Back,5080554449,213,5.35,5080554445,141,6.2,5080554451,1,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649433,26,1,1,1,35,7a8no9dyo0r9g31sfi9h7ffbc,1,35,9.4,2024-06-17T13:02:21.353Z,2024-06-17T13:02:23Z,5080554463,213,2.08,5080554459,141,20.7,5080554461,212,8.8,5080554457,140,30.9,5080554455,56,Back,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649437,27,1,1,1,36,7a8no9dyo0r9g31sfi9h7ffbc,1,30.8,20.6,2024-06-17T13:02:22.903Z,2024-06-17T13:02:25Z,5080554473,140,32.3,5080554477,212,9.8,5080554475,141,6.4,5080554479,213,4.87,5080554471,56,Back,,,,,,,,,,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649439,28,1,1,1,38,7a8no9dyo0r9g31sfi9h7ffbc,0,32.4,7.3,2024-06-17T13:02:24.935Z,2024-06-17T13:03:22Z,5080554489,212,5.9,5080554499,233,10,5080554491,213,2.77,5080554485,140,27.2,5080554483,56,Back,5080554487,141,10.4,5080554503,286,,5080554497,236,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649441,10,74,1,1,38,1qiyr1mknujsl19tb9u2w9h3n,1,65.2,92,2024-06-17T13:02:24.936Z,2024-06-17T13:05:02Z,5080554505,233,28,5080554493,56,Left,5080554495,285,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649447,11,83,1,1,40,1qiyr1mknujsl19tb9u2w9h3n,0,59,97.2,2024-06-17T13:02:26.085Z,2024-06-17T13:05:16Z,5080555093,399,3auwtiburdxrp2i5me2d97f11,,,,,,,,,,,,,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649445,29,1,1,1,40,7a8no9dyo0r9g31sfi9h7ffbc,1,37.3,7.1,2024-06-17T13:02:27.062Z,2024-06-17T13:02:30Z,5080554515,140,31.1,5080554521,213,2.18,5080554517,141,20.7,5080554513,56,Back,5080554519,212,11.3,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649449,30,1,1,1,44,7a8no9dyo0r9g31sfi9h7ffbc,1,31.4,19.8,2024-06-17T13:02:30.183Z,2024-06-17T13:02:31Z,5080554535,212,12.7,5080554529,56,Back,5080554537,213,1.74,5080554531,140,29.4,5080554533,141,38.2,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649451,31,1,1,1,45,7a8no9dyo0r9g31sfi9h7ffbc,1,29.4,38.2,2024-06-17T13:02:31.095Z,2024-06-17T13:02:33Z,5080554549,213,1.61,5080554541,56,Back,5080554545,141,68.1,5080554543,140,28.7,5080554547,212,20.3,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649455,32,1,1,1,47,7a8no9dyo0r9g31sfi9h7ffbc,1,27,68.7,2024-06-17T13:02:33.527Z,2024-06-17T13:02:36Z,5080554567,212,11.9,5080554563,140,38.3,5080554561,56,Back,5080554569,213,0.04,5080554565,141,69.4,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649457,33,1,1,1,49,7a8no9dyo0r9g31sfi9h7ffbc,1,38.3,69.4,2024-06-17T13:02:35.927Z,2024-06-17T13:05:44Z,5080554585,156,,5080554579,212,11.5,5080554575,140,31.8,5080554581,213,4.08,5080554577,141,55.7,5080554573,56,Back,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649463,34,1,1,1,54,7a8no9dyo0r9g31sfi9h7ffbc,1,35.9,46.9,2024-06-17T13:02:40.631Z,2024-06-17T13:02:43Z,5080554599,140,38.4,5080554603,212,9.4,5080554601,141,33.7,5080554597,56,Back,5080554605,213,5.00,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649465,35,1,1,1,56,7a8no9dyo0r9g31sfi9h7ffbc,1,41.8,34.9,2024-06-17T13:02:42.999Z,2024-06-17T13:02:48Z,5080554613,141,59.4,5080554609,56,Back,5080554617,213,1.84,5080554611,140,37.4,5080554615,212,17.3,,,,,,,,,,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649469,36,1,1,2,1,7a8no9dyo0r9g31sfi9h7ffbc,1,48,64.5,2024-06-17T13:02:47.975Z,2024-06-17T13:02:51Z,5080554631,141,89.0,5080554629,140,46.1,5080554635,213,1.69,5080554633,212,16.8,5080554627,56,Back,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649471,37,1,1,2,5,7a8no9dyo0r9g31sfi9h7ffbc,1,51.8,92,2024-06-17T13:02:51.815Z,2024-06-17T13:02:52Z,5080554645,212,9.4,5080554647,213,5.01,5080554641,140,54.4,5080554639,56,Center,5080554643,141,78.8,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649475,38,1,1,2,6,7a8no9dyo0r9g31sfi9h7ffbc,1,54.4,78.8,2024-06-17T13:02:52.631Z,2024-06-17T13:02:54Z,5080554663,213,2.27,5080554659,141,94.8,5080554657,140,45.7,5080554661,212,14.2,5080554655,56,Back,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649477,39,1,1,2,8,7a8no9dyo0r9g31sfi9h7ffbc,1,44.8,94.2,2024-06-17T13:02:54.167Z,2024-06-17T13:02:56Z,5080554673,212,11.1,5080554667,56,Left,5080554671,141,97.2,5080554669,140,55.2,5080554675,213,0.18,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649481,40,1,1,2,10,7a8no9dyo0r9g31sfi9h7ffbc,1,55.2,97.2,2024-06-17T13:02:56.183Z,2024-06-17T13:05:49Z,5080554685,140,39.3,5080554691,213,3.35,5080555773,156,,5080554689,212,17.1,5080554687,141,92.1,5080554683,56,Back,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649485,41,1,1,2,14,7a8no9dyo0r9g31sfi9h7ffbc,1,40.2,81.2,2024-06-17T13:03:00.694Z,2024-06-17T13:03:03Z,5080554703,140,27.9,5080554707,212,13.9,5080554709,213,3.51,5080554701,56,Back,5080554705,141,73.8,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649489,42,1,1,2,17,7a8no9dyo0r9g31sfi9h7ffbc,1,28.4,73.6,2024-06-17T13:03:03.271Z,2024-06-17T13:03:05Z,5080554719,140,33.7,5080554725,213,0.63,5080554721,141,79.6,5080554717,56,Back,5080554723,212,6.9,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649491,43,1,1,2,19,7a8no9dyo0r9g31sfi9h7ffbc,1,33.7,79.1,2024-06-17T13:03:05.640Z,2024-06-17T13:03:09Z,5080554737,212,42.6,5080554741,1,,5080554733,140,73.9,5080554729,155,,5080554735,141,70.3,5080554731,56,Center,5080554739,213,6.14,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696649493,44,61,1,2,23,7a8no9dyo0r9g31sfi9h7ffbc,0,72.6,70.8,2024-06-17T13:03:09.079Z,2024-06-17T13:03:09Z,5080554745,56,Center,,,,,,,,,,,,,,,,,,,,,,192q3f2xwk9nc6juoa1bcm3th,A. Dovbyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
