id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2696654809,338,61,2,50,42,1qiyr1mknujsl19tb9u2w9h3n,1,84.3,47.9,2024-06-17T14:09:03.171Z,2024-06-17T14:09:03Z,5080585877,56,Center,,,,,,,,,,,,,,,,,,,,,,edczc3lr85w3vcg83qhbzefh1,F. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654817,339,1,2,50,43,1qiyr1mknujsl19tb9u2w9h3n,1,74.6,58.1,2024-06-17T14:09:04.211Z,2024-06-17T14:09:07Z,5080585913,141,37.9,5080585909,56,Center,5080585917,213,4.96,5080585911,140,77.9,5080585915,212,14.2,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654823,340,1,2,50,46,1qiyr1mknujsl19tb9u2w9h3n,1,74.5,43.7,2024-06-17T14:09:07.106Z,2024-06-17T14:09:09Z,5080585955,212,20.1,5080585949,56,Center,5080585951,140,73.9,5080585957,213,1.60,5080585953,141,73.3,,,,,,,,,,65jv6v3qujiijivadpijzpr6d,N. Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654831,341,1,2,50,48,1qiyr1mknujsl19tb9u2w9h3n,1,73.3,73.3,2024-06-17T14:09:08.816Z,2024-06-17T14:09:11Z,5080585981,141,67.2,5080585985,213,3.75,5080585979,140,67.6,5080585983,212,7.3,5080585977,56,Center,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654835,342,3,2,50,50,1qiyr1mknujsl19tb9u2w9h3n,0,64,64.2,2024-06-17T14:09:10.880Z,2024-06-17T14:09:13Z,5080586031,233,567,5080586009,56,Center,5080586011,286,,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654839,567,7,2,50,50,7a8no9dyo0r9g31sfi9h7ffbc,1,36,35.8,2024-06-17T14:09:10.881Z,2024-06-17T14:09:13Z,5080586025,285,,5080586023,56,Back,5080586027,233,342,,,,,,,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654841,568,49,2,50,52,7a8no9dyo0r9g31sfi9h7ffbc,1,40.8,36.4,2024-06-17T14:09:12.478Z,2024-06-17T14:09:12Z,,,,,,,,,,,,,,,,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654847,343,83,2,50,56,1qiyr1mknujsl19tb9u2w9h3n,0,31.7,68,2024-06-17T14:09:16.509Z,2024-06-17T14:09:51Z,5080586305,399,f2dutxek3uf0yi1ee32a3u2cq,,,,,,,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654855,569,50,2,51,3,7a8no9dyo0r9g31sfi9h7ffbc,1,73.3,58.3,2024-06-17T14:09:23.498Z,2024-06-17T14:09:29Z,5080586081,233,344,5080586075,286,,5080586073,56,Center,,,,,,,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654853,344,7,2,51,3,1qiyr1mknujsl19tb9u2w9h3n,0,26.7,41.7,2024-06-17T14:09:23.499Z,2024-06-17T14:09:25Z,5080586069,56,Back,5080586077,233,569,5080586071,285,,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654859,570,1,2,51,4,7a8no9dyo0r9g31sfi9h7ffbc,1,71,62.7,2024-06-17T14:09:25.086Z,2024-06-17T14:09:26Z,5080586105,213,0.78,5080586099,140,74.6,5080586101,141,68.2,5080586097,56,Center,5080586103,212,5.3,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654865,571,1,2,51,6,7a8no9dyo0r9g31sfi9h7ffbc,1,74.6,68.7,2024-06-17T14:09:26.446Z,2024-06-17T14:09:30Z,5080586137,141,81.5,5080586133,56,Left,5080586141,213,0.86,5080586139,212,11.5,5080586135,140,81.7,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654867,572,1,2,51,9,7a8no9dyo0r9g31sfi9h7ffbc,0,88.8,76.4,2024-06-17T14:09:30.094Z,2024-06-17T14:09:32Z,5080586149,56,Center,5080586155,212,6.0,5080586171,236,,5080586151,140,89.2,5080586145,2,,5080586173,233,345,5080586177,286,,5080586153,141,67.6,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,5080586157,213,,,,,,,,,,,,,,,,,,,,,,,,4.78,,,,,,,,,,
2696654871,345,12,2,51,9,1qiyr1mknujsl19tb9u2w9h3n,1,10.4,29.4,2024-06-17T14:09:30.194Z,2024-06-17T14:09:33Z,5080586179,233,572,5080586165,185,,5080586167,56,Back,,,,,,,,,,,,,,,,38dhmhce7deuqgqmc3p7nhai2,A. Rațiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654873,346,6,2,51,11,1qiyr1mknujsl19tb9u2w9h3n,0,10.6,30.9,2024-06-17T14:09:31.550Z,2024-06-17T14:14:16Z,5080586185,73,,5080586209,233,573,5080586183,56,Back,,,,,,,,,,,,,,,,38dhmhce7deuqgqmc3p7nhai2,A. Rațiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654869,573,6,2,51,11,7a8no9dyo0r9g31sfi9h7ffbc,1,89.4,69.1,2024-06-17T14:09:31.550Z,2024-06-17T14:09:34Z,5080586187,56,Center,5080586189,73,,5080586199,233,346,,,,,,,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654897,574,1,2,51,34,7a8no9dyo0r9g31sfi9h7ffbc,1,99.5,99.5,2024-06-17T14:09:54.605Z,2024-06-17T14:09:59Z,5080586331,6,,5080586339,212,30.2,5080586335,140,73.9,5080586337,141,79.4,5080586333,56,Left,5080586341,213,3.61,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654899,575,1,2,51,37,7a8no9dyo0r9g31sfi9h7ffbc,1,74.3,79.4,2024-06-17T14:09:57.454Z,2024-06-17T14:10:13Z,5080586347,140,90.8,5080586353,213,0.41,5080586349,141,90.6,5080586345,56,Left,5080586351,212,18.9,5080586527,210,15,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654905,347,45,2,51,41,1qiyr1mknujsl19tb9u2w9h3n,0,7.3,28.3,2024-06-17T14:10:01.565Z,2024-06-17T14:10:11Z,5080586379,285,,5080586377,56,Back,5080586403,233,576,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654907,576,3,2,51,41,7a8no9dyo0r9g31sfi9h7ffbc,1,92.7,71.7,2024-06-17T14:10:01.565Z,2024-06-17T14:10:03Z,5080586383,286,,5080586381,56,Center,5080586399,233,347,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654909,577,15,2,51,42,7a8no9dyo0r9g31sfi9h7ffbc,1,89.1,65.4,2024-06-17T14:10:02.590Z,2024-06-17T14:10:30Z,5080586475,82,,5080586551,233,348,5080586545,147,63,5080586391,56,Center,5080586543,146,90.6,5080586469,20,,5080586467,25,,5080586533,55,575,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,5080586531,29,,5080586539,103,19,5080586547,230,5080586537,102,47.7,5080586549,231,5080586541,215,5080586529,80,5080586389,64,,,,,,,,51.1,98.8,,,,,,,,
2696654919,348,10,2,51,42,1qiyr1mknujsl19tb9u2w9h3n,1,9.4,37,2024-06-17T14:10:02.690Z,2024-06-17T14:10:15Z,5080586437,94,,5080586439,56,Back,5080586555,233,577,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654937,349,5,2,51,45,1qiyr1mknujsl19tb9u2w9h3n,0,9.6,101.7,2024-06-17T14:10:05.567Z,2024-06-17T14:14:14Z,5080586571,233,578,5080586509,56,Back,5080586511,347,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654927,578,5,2,51,45,7a8no9dyo0r9g31sfi9h7ffbc,1,90.4,-1.7,2024-06-17T14:10:05.567Z,2024-06-17T14:10:21Z,5080586463,56,Right,5080586565,233,349,5080586465,347,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654955,579,1,2,52,3,7a8no9dyo0r9g31sfi9h7ffbc,1,87.8,0,2024-06-17T14:10:24.206Z,2024-06-17T14:10:25Z,5080586615,56,Right,5080586621,212,9.4,5080586619,141,8.0,5080586623,213,0.80,5080586617,140,94.0,5080586613,107,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654963,580,1,2,52,4,7a8no9dyo0r9g31sfi9h7ffbc,1,94,8,2024-06-17T14:10:25.150Z,2024-06-17T14:10:27Z,5080586663,56,Right,5080586669,212,6.7,5080586667,141,3.4,5080586671,213,3.63,5080586665,140,88.4,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654965,581,3,2,52,7,7a8no9dyo0r9g31sfi9h7ffbc,0,89.4,5.3,2024-06-17T14:10:27.726Z,2024-06-17T14:10:53Z,5080587021,211,,5080586989,286,,5080586677,56,Right,,,,,,,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654967,350,1,2,52,7,1qiyr1mknujsl19tb9u2w9h3n,1,10.2,95.2,2024-06-17T14:10:27.936Z,2024-06-17T14:12:13Z,5080586685,141,86.4,5080586687,212,11.1,5080586681,56,Back,5080586689,213,5.71,5080586683,140,19.1,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654969,351,49,2,52,8,1qiyr1mknujsl19tb9u2w9h3n,1,19.7,87,2024-06-17T14:10:29.198Z,2024-06-17T14:10:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654977,352,3,2,52,10,1qiyr1mknujsl19tb9u2w9h3n,1,26.4,83.2,2024-06-17T14:10:30.942Z,2024-06-17T14:10:36Z,5080586731,285,,5080586743,233,582,5080586729,56,Back,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654971,582,45,2,52,10,7a8no9dyo0r9g31sfi9h7ffbc,0,73.6,16.8,2024-06-17T14:10:30.942Z,2024-06-17T14:10:36Z,5080586751,233,352,5080586695,286,,5080586693,56,Right,,,,,,,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654993,353,1,2,52,15,1qiyr1mknujsl19tb9u2w9h3n,1,42.4,62.1,2024-06-17T14:10:35.277Z,2024-06-17T14:10:38Z,5080586789,140,53.3,5080586795,213,5.19,5080586791,141,29.5,5080586787,56,Center,5080586793,212,24.9,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696654981,583,83,2,52,15,7a8no9dyo0r9g31sfi9h7ffbc,0,61.1,43,2024-06-17T14:10:36.175Z,2024-06-17T14:10:44Z,5080586873,399,38dhmhce7deuqgqmc3p7nhai2,,,,,,,,,,,,,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655001,354,1,2,52,18,1qiyr1mknujsl19tb9u2w9h3n,1,68.3,38.8,2024-06-17T14:10:38.667Z,2024-06-17T14:10:43Z,5080586823,213,5.65,5080586817,140,80.8,5080586821,212,16.3,5080586815,56,Center,5080586819,141,24.6,,,,,,,,,,38dhmhce7deuqgqmc3p7nhai2,A. Rațiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655007,355,50,2,52,22,1qiyr1mknujsl19tb9u2w9h3n,1,75.1,43,2024-06-17T14:10:43.192Z,2024-06-17T14:10:46Z,5080586899,233,584,5080586855,56,Center,5080586857,286,,,,,,,,,,,,,,,,,biee6dvb524juzai7iryyskix,D. Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655011,584,7,2,52,22,7a8no9dyo0r9g31sfi9h7ffbc,0,24.9,57,2024-06-17T14:10:43.193Z,2024-06-17T14:10:45Z,5080586893,233,355,5080586877,285,,5080586875,56,Back,,,,,,,,,,,,,,,,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655031,356,16,2,52,24,1qiyr1mknujsl19tb9u2w9h3n,1,76,36.6,2024-06-17T14:10:44.886Z,2024-06-17T14:59:15Z,5080587725,76,,5080614123,23,,5080587733,458,,5080587491,374,2024-06-17 15:10:43.278,5080587735,136,,5080586981,18,,5080587723,120,,5080586983,56,Center,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,5080587721,113,,5080587729,103,3.8,5080587495,375,5080587727,102,52.1,5080587739,231,5080587731,328,5080587487,20,5080587737,230,98.9,5080588245,215,,,,,49.6,52:23.042,,,,,,,,
2696655199,585,1,2,53,59,7a8no9dyo0r9g31sfi9h7ffbc,1,50.1,49.9,2024-06-17T14:12:20.127Z,2024-06-17T14:12:27Z,5080587935,140,44.9,5080587939,212,12.4,5080588003,189,,5080587943,279,G,5080587933,56,Back,5080587941,213,4.25,5080587937,141,33.6,,,,192q3f2xwk9nc6juoa1bcm3th,A. Dovbyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655207,586,1,2,54,3,7a8no9dyo0r9g31sfi9h7ffbc,1,45.4,34.9,2024-06-17T14:12:23.599Z,2024-06-17T14:12:26Z,5080587991,141,65.1,5080587989,140,33.8,5080587995,213,2.11,5080587993,212,23.9,5080587987,56,Back,,,,,,,,,,3mjwr1t0d1bh6tlgma4u2yd49,M. Shaparenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655225,587,1,2,54,10,7a8no9dyo0r9g31sfi9h7ffbc,1,61,68.5,2024-06-17T14:12:30.926Z,2024-06-17T14:12:33Z,5080588079,56,Left,5080588085,212,18.8,5080588083,141,93.6,5080588087,213,1.14,5080588081,140,68.5,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655231,588,1,2,54,13,7a8no9dyo0r9g31sfi9h7ffbc,1,69.5,94.1,2024-06-17T14:12:33.551Z,2024-06-17T14:12:36Z,5080588129,141,74.4,5080588135,213,4.47,5080588121,56,Center,5080588131,212,13.8,5080588125,140,66.4,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655235,589,1,2,54,16,7a8no9dyo0r9g31sfi9h7ffbc,1,66.7,78.7,2024-06-17T14:12:36.319Z,2024-06-17T14:12:38Z,5080588155,140,66.3,5080588159,212,11.1,5080588161,213,1.61,5080588153,56,Left,5080588157,141,95.0,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655241,590,1,2,54,18,7a8no9dyo0r9g31sfi9h7ffbc,1,65.4,92,2024-06-17T14:12:38.639Z,2024-06-17T14:12:43Z,5080588199,212,31.8,5080588195,140,46.5,5080588201,213,4.04,5080588197,141,55.4,5080588193,56,Back,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655249,591,1,2,54,22,7a8no9dyo0r9g31sfi9h7ffbc,1,53.4,49.6,2024-06-17T14:12:42.959Z,2024-06-17T14:12:46Z,5080588247,56,Center,5080588253,212,10.5,5080588249,140,53.6,5080588255,213,4.73,5080588251,141,34.2,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655253,592,1,2,54,25,7a8no9dyo0r9g31sfi9h7ffbc,1,53.9,33.6,2024-06-17T14:12:45.743Z,2024-06-17T14:12:49Z,5080588273,140,61.0,5080588277,212,17.3,5080588275,141,10.7,5080588279,213,5.16,5080588271,56,Right,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655263,593,1,2,54,28,7a8no9dyo0r9g31sfi9h7ffbc,1,61.5,14.7,2024-06-17T14:12:48.959Z,2024-06-17T14:12:52Z,5080588337,141,31.6,5080588333,56,Center,5080588341,213,1.63,5080588339,212,11.5,5080588335,140,60.8,,,,,,,,,,3auwtiburdxrp2i5me2d97f11,V. Tsyhankov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655269,594,1,2,54,31,7a8no9dyo0r9g31sfi9h7ffbc,1,63.2,38,2024-06-17T14:12:52.223Z,2024-06-17T14:12:54Z,5080588377,141,59.9,5080588373,56,Center,5080588379,212,14.9,5080588381,213,1.55,5080588375,140,63.5,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655277,595,1,2,54,34,7a8no9dyo0r9g31sfi9h7ffbc,1,64,69.9,2024-06-17T14:12:54.703Z,2024-06-17T14:12:58Z,5080588429,213,0.86,5080588423,140,78.2,5080588427,212,22.8,5080588421,56,Left,5080588425,141,95.3,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655283,596,1,2,54,37,7a8no9dyo0r9g31sfi9h7ffbc,1,83.3,96.5,2024-06-17T14:12:57.887Z,2024-06-17T14:12:59Z,5080588461,140,75.4,5080588467,213,3.81,5080588463,141,86.8,5080588459,56,Left,5080588465,212,10.6,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655295,597,1,2,54,38,7a8no9dyo0r9g31sfi9h7ffbc,0,75.4,86.8,2024-06-17T14:12:59.214Z,2024-06-17T14:13:01Z,5080588545,213,5.29,5080588533,2,,5080588541,141,47.0,5080588537,56,Center,5080588535,155,,5080588539,140,92.3,5080588547,1,,5080588543,212,32.4,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655297,357,52,2,54,41,1qiyr1mknujsl19tb9u2w9h3n,1,4.3,52.9,2024-06-17T14:13:01.847Z,2024-06-17T14:13:02Z,,,,,,,,,,,,,,,,,,,,,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655331,358,80,2,54,55,1qiyr1mknujsl19tb9u2w9h3n,0,9.4,42.5,2024-06-17T14:13:16.195Z,2024-06-17T14:13:16Z,,,,,,,,,,,,,,,,,,,,,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655353,359,1,2,54,58,1qiyr1mknujsl19tb9u2w9h3n,1,14.8,30,2024-06-17T14:13:19.153Z,2024-06-17T14:13:23Z,5080588865,212,44.7,5080588855,157,,5080588861,140,56.3,5080588859,56,Right,5080588869,1,,5080588857,198,,5080588867,213,6.06,5080588863,141,15.6,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655363,360,44,2,55,2,1qiyr1mknujsl19tb9u2w9h3n,1,57,15.4,2024-06-17T14:13:23.151Z,2024-06-17T14:13:25Z,5080588917,286,,5080588915,56,Right,5080588921,233,598,,,,,,,,,,,,,,,,biee6dvb524juzai7iryyskix,D. Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655355,598,44,2,55,2,7a8no9dyo0r9g31sfi9h7ffbc,0,43,84.6,2024-06-17T14:13:23.152Z,2024-06-17T14:13:26Z,5080588873,56,Back,5080588937,233,360,5080588875,285,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655373,361,1,2,55,4,1qiyr1mknujsl19tb9u2w9h3n,0,56.3,15.6,2024-06-17T14:13:24.655Z,2024-06-17T14:13:26Z,5080588961,56,Center,5080588969,213,0.88,5080588959,168,,5080588965,141,22.1,5080588967,212,5.7,5080588957,3,,5080588963,140,59.8,,,,biee6dvb524juzai7iryyskix,D. Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655371,599,44,2,55,5,7a8no9dyo0r9g31sfi9h7ffbc,1,40.4,75.4,2024-06-17T14:13:25.744Z,2024-06-17T14:13:27Z,5080588953,56,Back,5080589015,233,362,5080588955,285,,,,,,,,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655375,362,44,2,55,5,1qiyr1mknujsl19tb9u2w9h3n,0,59.6,24.6,2024-06-17T14:13:25.745Z,2024-06-17T14:13:28Z,5080589033,233,599,5080588973,56,Center,5080588975,286,,,,,,,,,,,,,,,,,biee6dvb524juzai7iryyskix,D. Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655381,600,1,2,55,5,7a8no9dyo0r9g31sfi9h7ffbc,0,40.2,72.7,2024-06-17T14:13:25.951Z,2024-06-17T14:13:27Z,5080589013,213,0.21,5080589007,140,61.5,5080589003,3,,5080589005,56,Left,5080589011,212,22.9,5080589009,141,79.6,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655385,363,1,2,55,7,1qiyr1mknujsl19tb9u2w9h3n,1,35.9,20.3,2024-06-17T14:13:27.630Z,2024-06-17T14:13:28Z,5080589043,141,11.4,5080589039,56,Back,5080589047,213,5.33,5080589045,212,7.4,5080589037,3,,5080589041,140,40.0,,,,,,,4gbk8ka3fv401f8zyslo38fai,R. Drăgușin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655391,364,1,2,55,8,1qiyr1mknujsl19tb9u2w9h3n,0,40,11.4,2024-06-17T14:13:28.286Z,2024-06-17T14:13:29Z,5080589079,141,22.4,5080589073,3,,5080589077,140,45.5,5080589083,213,0.91,5080589081,212,9.4,5080589075,56,Back,,,,,,,38dhmhce7deuqgqmc3p7nhai2,A. Rațiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655395,601,49,2,55,8,7a8no9dyo0r9g31sfi9h7ffbc,1,56.1,79.1,2024-06-17T14:13:29.199Z,2024-06-17T14:13:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655401,602,1,2,55,9,7a8no9dyo0r9g31sfi9h7ffbc,1,56.1,79.1,2024-06-17T14:13:29.647Z,2024-06-17T14:13:30Z,5080589109,56,Left,5080589117,213,0.57,5080589111,140,65.3,5080589113,141,88.3,5080589115,212,11.5,,,,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655413,603,1,2,55,10,7a8no9dyo0r9g31sfi9h7ffbc,1,65.3,88.3,2024-06-17T14:13:30.495Z,2024-06-17T14:13:32Z,5080589185,141,78.5,5080589187,212,10.5,5080589181,56,Center,5080589189,213,3.83,5080589183,140,57.6,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655421,604,1,2,55,12,7a8no9dyo0r9g31sfi9h7ffbc,1,58.6,75.4,2024-06-17T14:13:32.688Z,2024-06-17T14:13:34Z,5080589235,140,34.1,5080589239,212,27.7,5080589231,155,,5080589241,213,3.52,5080589233,56,Back,5080589237,141,60.2,,,,,,,7ryk67v5ovygt0kqg0srvk5p1,T. Stepanenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696655435,605,1,2,55,14,7a8no9dyo0r9g31sfi9h7ffbc,1,34.1,60.2,2024-06-17T14:13:34.351Z,2024-06-17T14:13:37Z,5080589321,213,3.47,5080589315,140,15.3,5080589313,56,Back,5080589319,212,20.9,5080589317,141,50.3,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
